Unnamed: 0,FileName,VID,DirName,title,vod_filename,zh_srt,ar_srt,en_srt,level,audio_ratio,pinyin_srt
10,huoshan/短剧/8233-被偷走爱的那十年（43集）/3.mp4,v0332eg10064ct2sjpiljhtemt0l34e0,,3,b173f6f1-4183-4fd9-b08b-0d746b6950a9.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjpiljhtemt0l34e0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjpiljhtemt0l34e0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjpiljhtemt0l34e0_English.srt,HSK3,0.3464922395084847,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjpiljhtemt0l34e0_Pinyin.srt
11,huoshan/短剧/8233-被偷走爱的那十年（43集）/36.mp4,v0232eg10064ct2sjqqljhtd6tps95v0,,36,49b4ed92-c7d8-47d9-ab50-906818fb4c0f.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjqqljhtd6tps95v0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjqqljhtd6tps95v0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjqqljhtd6tps95v0_English.srt,HSK3,0.5155213433696295,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjqqljhtd6tps95v0_Pinyin.srt
12,huoshan/短剧/8233-被偷走爱的那十年（43集）/22.mp4,v0d32eg10064ct2sjraljhtaucib185g,,22,6e902f76-a97b-4484-9524-ed53cce8fbd2.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjraljhtaucib185g_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjraljhtaucib185g_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjraljhtaucib185g_English.srt,HSK3,0.6852432193198531,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjraljhtaucib185g_Pinyin.srt
13,huoshan/短剧/8233-被偷走爱的那十年（43集）/23.mp4,v0332eg10064ct2sjrqljhtc7vmkeieg,,23,3d4f254a-bfc5-43e9-8675-55b28edb3393.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjrqljhtc7vmkeieg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjrqljhtc7vmkeieg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjrqljhtc7vmkeieg_English.srt,HSK3,0.4514090762273902,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjrqljhtc7vmkeieg_Pinyin.srt
14,huoshan/短剧/8233-被偷走爱的那十年（43集）/37.mp4,v0232eg10064ct2sjs2ljhtbubs65srg,,37,518c74e6-ead6-40c5-940e-e1b084778926.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjs2ljhtbubs65srg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjs2ljhtbubs65srg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjs2ljhtbubs65srg_English.srt,HSK3,0.5939535830618892,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjs2ljhtbubs65srg_Pinyin.srt
15,huoshan/短剧/8233-被偷走爱的那十年（43集）/21.mp4,v0d32eg10064ct2sjsiljht54sick970,,21,07fbbc18-cf1d-4cdd-867f-91786abaf3e9.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjsiljht54sick970_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjsiljht54sick970_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjsiljht54sick970_English.srt,HSK3,0.3255208333333335,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjsiljht54sick970_Pinyin.srt
16,huoshan/短剧/8233-被偷走爱的那十年（43集）/35.mp4,v0332eg10064ct2sjt2ljhtfkbcagch0,,35,c844e889-51eb-4b2b-87ff-efd7075405d6.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjt2ljhtfkbcagch0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjt2ljhtfkbcagch0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjt2ljhtfkbcagch0_English.srt,HSK3,0.4453864972516807,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjt2ljhtfkbcagch0_Pinyin.srt
17,huoshan/短剧/8233-被偷走爱的那十年（43集）/20.mp4,v0d32eg10064ct2sjualjht0lktqi3rg,,20,a709944d-d075-4060-932a-a675803d65fd.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjualjht0lktqi3rg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjualjht0lktqi3rg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjualjht0lktqi3rg_English.srt,HSK3,0.2730778198822097,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjualjht0lktqi3rg_Pinyin.srt
18,huoshan/短剧/8233-被偷走爱的那十年（43集）/18.mp4,v0332eg10064ct2sjuqljht1m9675e70,,18,a329e96b-c7a0-4c5a-a4f2-46d195824be5.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjuqljht1m9675e70_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjuqljht1m9675e70_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjuqljht1m9675e70_English.srt,HSK3,0.3406387674157266,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sjuqljht1m9675e70_Pinyin.srt
19,huoshan/短剧/8233-被偷走爱的那十年（43集）/24.mp4,v0232eg10064ct2sjvaljht1gfmr5cug,,24,b3997c3b-050c-4650-aee8-f33c0220172f.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjvaljht1gfmr5cug_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjvaljht1gfmr5cug_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjvaljht1gfmr5cug_English.srt,HSK3,0.5241935483870965,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sjvaljht1gfmr5cug_Pinyin.srt
20,huoshan/短剧/8233-被偷走爱的那十年（43集）/30.mp4,v0d32eg10064ct2sjviljhtaucib18ag,,30,0d77ce2a-bb2d-4330-ab05-c79f685f3899.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjviljhtaucib18ag_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjviljhtaucib18ag_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjviljhtaucib18ag_English.srt,HSK3,0.5101864640883979,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sjviljhtaucib18ag_Pinyin.srt
21,huoshan/短剧/8233-被偷走爱的那十年（43集）/25.mp4,v0232eg10064ct2sk0iljhtboopas5mg,,25,83fa12d6-22da-4ff8-ada4-d2925c900058.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk0iljhtboopas5mg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk0iljhtboopas5mg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk0iljhtboopas5mg_English.srt,HSK3,0.6026785714285715,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk0iljhtboopas5mg_Pinyin.srt
22,huoshan/短剧/8233-被偷走爱的那十年（43集）/33.mp4,v0332eg10064ct2sk1aljht2q38nathg,,33,e581fa07-d6e3-4a43-904d-4be524afc5ee.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk1aljht2q38nathg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk1aljht2q38nathg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk1aljht2q38nathg_English.srt,HSK3,0.4946316901670638,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk1aljht2q38nathg_Pinyin.srt
23,huoshan/短剧/8233-被偷走爱的那十年（43集）/27.mp4,v0232eg10064ct2sk1qljhtbubs65t3g,,27,0e5b7c4b-b545-4d55-8d43-f60d4f34630d.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk1qljhtbubs65t3g_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk1qljhtbubs65t3g_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk1qljhtbubs65t3g_English.srt,HSK3,0.7185798090625103,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk1qljhtbubs65t3g_Pinyin.srt
24,huoshan/短剧/8233-被偷走爱的那十年（43集）/26.mp4,v0d32eg10064ct2sk2aljht0lktqi3v0,,26,b569e77f-df23-4c30-bd89-49e812a4ab08.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk2aljht0lktqi3v0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk2aljht0lktqi3v0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk2aljht0lktqi3v0_English.srt,HSK3,0.5688309610223362,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk2aljht0lktqi3v0_Pinyin.srt
25,huoshan/短剧/8233-被偷走爱的那十年（43集）/32.mp4,v0332eg10064ct2sk2iljhtemt0l34k0,,32,363c3d83-c6e1-49c3-afce-32239eaf9c88.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk2iljhtemt0l34k0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk2iljhtemt0l34k0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk2iljhtemt0l34k0_English.srt,HSK3,0.4270312263910006,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk2iljhtemt0l34k0_Pinyin.srt
26,huoshan/短剧/8233-被偷走爱的那十年（43集）/16.mp4,v0d32eg10064ct2sk3aljht846cj6ulg,,16,f49e4184-3c94-4e01-a796-8a6f0566a294.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk3aljht846cj6ulg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk3aljht846cj6ulg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk3aljht846cj6ulg_English.srt,HSK3,0.5809978844924749,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk3aljht846cj6ulg_Pinyin.srt
27,huoshan/短剧/8233-被偷走爱的那十年（43集）/14.mp4,v0332eg10064ct2sk3qljht1m9675ecg,,14,c8a3402c-fb4e-423d-9156-4a120e437cfa.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk3qljht1m9675ecg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk3qljht1m9675ecg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk3qljht1m9675ecg_English.srt,HSK3,0.520301859910573,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk3qljht1m9675ecg_Pinyin.srt
28,huoshan/短剧/8233-被偷走爱的那十年（43集）/28.mp4,v0232eg10064ct2sk42ljht5gshe6f50,,28,3c7546bc-5596-47b6-9606-d24d65061fee.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk42ljht5gshe6f50_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk42ljht5gshe6f50_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk42ljht5gshe6f50_English.srt,HSK3,0.5535851226993863,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk42ljht5gshe6f50_Pinyin.srt
29,huoshan/短剧/8233-被偷走爱的那十年（43集）/29.mp4,v0d32eg10064ct2sk4iljhtcvr4plnu0,,29,3869eaf0-ab46-4ac0-b4bd-0659b5ce5f0b.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk4iljhtcvr4plnu0_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk4iljhtcvr4plnu0_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk4iljhtcvr4plnu0_English.srt,HSK3,0.337690780748344,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk4iljhtcvr4plnu0_Pinyin.srt
30,huoshan/短剧/8233-被偷走爱的那十年（43集）/15.mp4,v0332eg10064ct2sk52ljhtfjkre23tg,,15,382ce7db-af31-4829-9817-38465bdee74b.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk52ljhtfjkre23tg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk52ljhtfjkre23tg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk52ljhtfjkre23tg_English.srt,HSK3,0.301974480599168,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk52ljhtfjkre23tg_Pinyin.srt
31,huoshan/短剧/8233-被偷走爱的那十年（43集）/39.mp4,v0232eg10064ct2sk5iljht5gshe6f6g,,39,9de7c77c-c259-4e9b-ab1a-a41d3063fa86.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk5iljht5gshe6f6g_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk5iljht5gshe6f6g_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk5iljht5gshe6f6g_English.srt,HSK3,0.4657109500228675,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk5iljht5gshe6f6g_Pinyin.srt
32,huoshan/短剧/8233-被偷走爱的那十年（43集）/10.mp4,v0332eg10064ct2sk6aljhte03cgrudg,,10,c94d0c59-da8e-4312-8d0c-0127f0a731e8.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk6aljhte03cgrudg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk6aljhte03cgrudg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk6aljhte03cgrudg_English.srt,HSK3,0.43190770962296,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk6aljhte03cgrudg_Pinyin.srt
33,huoshan/短剧/8233-被偷走爱的那十年（43集）/38.mp4,v0232eg10064ct2sk7aljhtciiv7nbrg,,38,7b3cc484-6cab-45d6-86a8-1f77276e6308.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk7aljhtciiv7nbrg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk7aljhtciiv7nbrg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk7aljhtciiv7nbrg_English.srt,HSK3,0.5050585865051023,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk7aljhtciiv7nbrg_Pinyin.srt
34,huoshan/短剧/8233-被偷走爱的那十年（43集）/12.mp4,v0d32eg10064ct2sk7iljhtekodpmjbg,,12,539a15f0-49c6-4ff1-b2da-d9bb0f8f7262.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk7iljhtekodpmjbg_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk7iljhtekodpmjbg_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk7iljhtekodpmjbg_English.srt,HSK3,0.4612659455693382,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0d32eg10064ct2sk7iljhtekodpmjbg_Pinyin.srt
35,huoshan/短剧/8233-被偷走爱的那十年（43集）/13.mp4,v0332eg10064ct2sk82ljhtemt0l34og,,13,8adea7f7-c2cc-47b5-997b-c8c8bcd4e823.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk82ljhtemt0l34og_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk82ljhtemt0l34og_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk82ljhtemt0l34og_English.srt,HSK3,0.6989964676755117,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0332eg10064ct2sk82ljhtemt0l34og_Pinyin.srt
36,huoshan/短剧/8233-被偷走爱的那十年（43集）/8.mp4,v0232eg10064ct2sk8iljht7akvr7i10,,8,9624f8db-b3c9-48e9-94a5-d5f02ae12b87.mp4,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk8iljht7akvr7i10_Chinese.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk8iljht7akvr7i10_Arabic.srt,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk8iljht7akvr7i10_English.srt,HSK3,0.1958660108626194,huoshan\短剧\8233-被偷走爱的那十年（43集）\srt_dir\v0232eg10064ct2sk8iljht7akvr7i10_Pinyin.srt
